Product	EMA	FDA	EN	Other	WHO	Year	Generic	DrugBank ID	ATC	ChEMBL	Indications	Targets	Last Update	
Tegafur, Gimeracil, Oteracil	Y	N	N		N	2011		<a href="https://go.drugbank.com/drugs/DB09256">DB09256</a>	L01BC03; L01BC53	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL20883">CHEMBL20883</a>	Advanced Gastric Cancer	TYMP	2024-07-24	
Tegafur, Uracil	N	N	N	Japan	N			<a href="https://go.drugbank.com/drugs/DB09256">DB09256</a>	L01BC03; L01BC53	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL20883">CHEMBL20883</a>	Advanced Gastric Cancer	TYMP	2024-07-24	
Temoporfin	Y	N	N		N	2001	N	<a href="https://go.drugbank.com/drugs/DB11630">DB11630</a>	L01XD05	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL500576">CHEMBL500576</a>	Advanced Head and Neck Squamous Cell Carcinoma		2020-09-17	
Temozolomide	Y	Y	N		N	1999	Y	<a href="https://go.drugbank.com/drugs/DB00853">DB00853</a>	L01AX03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL810">CHEMBL810</a>	Advanced Melanoma; Glioblastomas; Primary Central Nervous System Lymphoma (PCNSL); Refractory Ewing Sarcoma; Refractory Neuroblastoma; Soft Tissue Sarcoma (STS); Advanced Neuroendocrine tumor; Refractory Anaplastic astrocytoma; Refractory, advanced Mycosis fungoides; Refractory, advanced Sezary Syndrome	PIK3CA; MGMT; HDAC4; PTEN; ATRX; TP53; MYC; IDH1; H2AX; BRCA2; GSTP1; CDKN2A; ATR; PRL; MSH6; CSF2; ALK; ARID1A; ATM; SLFN11	2024-07-24	
Temsirolimus	Y	Y	N		N	2007	Y	<a href="https://go.drugbank.com/drugs/DB06287">DB06287</a>	L01EG01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1201182">CHEMBL1201182</a>	Advanced Renal Cell Carcinoma	NF2; VHL; PTEN; PIK3CA; MTOR; BRAF; FBXW7; RPTOR; FKBP1A; CTNNB1; KRAS; ETFB; PTPRD	2024-07-24	
Tepotinib	Y	Y	N		N	2021	N	<a href="https://go.drugbank.com/drugs/DB15133">DB15133</a>	L01EX21	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3402762">CHEMBL3402762</a>	Metastatic Non-Small Cell Lung Cancer	MET; EGFR; DRD4; ALK	2024-07-24	
Thalidomide	Y	Y	N		Y	1998	N	<a href="https://go.drugbank.com/drugs/DB01041">DB01041</a>	L04AX02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL468">CHEMBL468</a>	Multiple Myeloma (MM); Waldenstrom&#39;s Macroglobulinemia (WM); Treatment naive multiple myeloma	FCGR3B; FGFR2; DDB1; CRBN; F2R; RBX1; FCGR3A; TNF; CYP1A2; RPL13; ABCC6; NFKB1; SPG7; XRCC5; ATP7A; CYP4B1; VEGFA; SULT1C4; PTGS2; HLA-B; FGF2; VWF; CUL4A; CHST3; MECOM; NAT2; HGF; ERCC1; CTLA4; SLC10A2; CYP2C19; ITGB2; CTNNB1; IL6R; GSTT1; SNORD68; PPARD	2024-07-24	
Thioguanine	N	Y	N		N	1966	N	<a href="https://go.drugbank.com/drugs/DB00352">DB00352</a>	L01BB03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL727">CHEMBL727</a>	Acute Nonlymphocytic Leukemia; Nonlymphocytic Acute myeloid leukemia	KDM4A; CPT1A; GDA; GATA2; LINC00251; GGH; HPGD; IGHMBP2; MGMT; NUDT15; PNPLA3; EHMT2; UGT1A1; NAT1; PAX8; GATA3; BMP7; TPMT; XDH; NFE2L2; IMPDH1; PRPS1; ACHE; IMPDH2; NT5C2; DOK5; MYC; IDH1; HBB; SLC28A3; AR; TPM3; ABCC4	2024-07-24	
Thiotepa	Y	Y	N		N	1959	Y	<a href="https://go.drugbank.com/drugs/DB04572">DB04572</a>	L01AC01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL671">CHEMBL671</a>	Adenocarcinoma of the Ovaries; Breast Adenocarcinoma; Papillary transitional cell carcinoma of bladder; Malignant effusion	TP53; HPGD; GMNN; ALDH1A1; CYP2B6; EHMT2; VDR; GSTP1; ALDH3A1; AR	2024-07-24	
Tisagenlecleucel	Y	Y	N		N	2017	N	<a href="https://go.drugbank.com/drugs/DB13881">DB13881</a>	L01XX71	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3301574">CHEMBL3301574</a>	Refractory B-cell precursor acute lymphoblastic leukemia; Second or later relapsed B-cell precursor acute lymphoblastic leukemia	MS4A1; CD19	2024-07-24	
Tislelizumab	Y	N	N	China	N	2023	N	<a href="https://go.drugbank.com/drugs/DB14922">DB14922</a>	L01FF09	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4297840">CHEMBL4297840</a>	Unresectable, Locally Advanced or Metastatic Esophageal Squamous Cell Carcinoma	GM2A	2024-07-25	
Tisotumab Vedotin	N	Y	N		N	2021	N	<a href="https://go.drugbank.com/drugs/DB16732">DB16732</a>	L01FX23	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4297841">CHEMBL4297841</a>	Recurrent or metastatic cervical cancer	TUBB1; F3; TUBA1B; TUBB8; TUBA3E; TUBB2A; TUBB6; TUBB2B; TUBA4A; TUBB; TUBA1C; TUBB4B; TUBA3C; TUBB3; TUBA1A; TUBB4A	2024-07-24	
Tivozanib	Y	Y	N		N	2017	N	<a href="https://go.drugbank.com/drugs/DB11800">DB11800</a>	L01EK03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1289494">CHEMBL1289494</a>	Advanced Renal Cell Carcinoma; Renal Cell Adenocarcinoma	FLT4; BRAF; KDR; FLT1; NRAS; YES1; DRD1; DRD2; DRD3	2024-07-24	
Topotecan	Y	Y	N		N	1996	Y	<a href="https://go.drugbank.com/drugs/DB01030">DB01030</a>	L01CE01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL84">CHEMBL84</a>	Acute Myeloid Leukemia (AML); Ewing&#39;s Sarcoma; Refractory Neuroblastoma; Metastatic Rhabdomyosarcoma; Recurrent, IV-B Cervical cancer; Refractory CNS lymphoma; Refractory CNS malignancy; Refractory, metastatic Ovarian cancer; Relapsed Small cell lung cancer	DDO; PAX8; IDH1; ABCG2; AR; PLK1; TOP1; ALK; KMT2A; HIF1A; HBB; TSG101; ABCB1; AKT1; TYMS; RB1; TOP1MT; NFE2L2; MDM2; USP1; PTEN; TP53; PIK3CA; BDNF; MUC16	2024-07-24	
Toremifene	Y	Y	N		N	1997	Y	<a href="https://go.drugbank.com/drugs/DB00539">DB00539</a>	L02BA02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1655">CHEMBL1655</a>	Desmoid Tumors; Metastatic Breast Cancer	CYP1B1; ESR1; ESR2; CYP3A4; TGFB1; HNF4A; AR; CYP2D6; PGR; PLIN1; KDM4A; GMNN; CD80	2024-07-24	
Toripalimab	N	Y	N		N	2023	N	<a href="https://go.drugbank.com/drugs/DB15043">DB15043</a>	L01FF13	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4297843">CHEMBL4297843</a>	Metastatic and Recurrent Nasopharyngeal Carcinoma	GM2A	2024-07-24	
Tovorafenib	N	Y	N		N	2024	N	<a href="https://go.drugbank.com/drugs/DB15266">DB15266</a>		<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3348923">CHEMBL3348923</a>	Relapsed or refractory pediatric low-grade glioma (LGG) harbouring a BRAF fusion or rearrangement, or BRAF V600 mutation	RAF1; BRAF; ARAF; EFNA2; ZHX2	2024-07-24	
Trabectedin	Y	Y	N		N	2015	N	<a href="https://go.drugbank.com/drugs/DB05109">DB05109</a>	L01CX01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL450449">CHEMBL450449</a>	Metastatic Leiomyosarcoma; Metastatic Liposarcoma; Relapsed platinum-sensitive Ovarian cancer; Unresectable Leiomyosarcoma; Unresectable Liposarcoma	PARP1; TP53; ABCC2; ABCB1; CD274; FGFR2	2024-07-24	
Trametinib	Y	Y	N		N	2013	N	<a href="https://go.drugbank.com/drugs/DB08911">DB08911</a>	L01EE01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2103875">CHEMBL2103875</a>	Metastatic Melanoma; Unresectable Melanoma; Metastatic Non-small cell lung cancer with a BRAF V600E mutation; Pediatric  low-grade glioma (LGG) with a BRAF V600E mutation; Locally advanced or metastatic anaplastic thyroid cancer (ATC) with BRAF V600E mutation	ETV5; BRAF; KRAS; FGFR1; MAP2K1; MAP2K2; TP53; NF1; PRKCH; RAF1; ABL1; ATM; MAP2K5; APC; ERBB3; G6PD; CDKN2A; KEAP1; ARAF; ETV4; RB1; ETV1; MET; VHL; MAP2K6; MAP2K4; DNMT3A; RET; KIT; MDM2; PIK3CA; EML4; PTEN; CD274; ATXN1L; NR2F6; ALK; MAP2K3; CIC; DDX43; RASA1; STK11; FLT3; HRAS; NRAS; CSF3R; CTNNB1; FGFR2; DUSP6; MAP2K7	2024-07-24	
Trastuzumab	Y	Y	N		Y	1998	N	<a href="https://go.drugbank.com/drugs/DB00072">DB00072</a>	L01FD01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1201585">CHEMBL1201585</a>	Breast Cancer; Early Breast Cancer; Inflammatory Breast Cancer (IBC); Locally Advanced Breast Cancer (LABC); Metastatic Adenocarcinoma of the Gastro-Esophageal Junction; Metastatic Adenocarcinoma of the Stomach; Metastatic Breast Cancer; Metastatic Gastric Adenocarcinoma; Metastatic Gastroesophageal Junction Adenocarcinoma	ERBB2	2024-07-24	
Trastuzumab Deruxtecan	Y	Y	N		N	2019	N	<a href="https://go.drugbank.com/drugs/DB14962">DB14962</a>	L01FD04	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4297844">CHEMBL4297844</a>	HER2 Positive Breast Cancers	ESR1; TOP1; ESR2; ERBB2	2024-07-24	
Trastuzumab Emtansine	Y	Y	N		N	2013	N	<a href="https://go.drugbank.com/drugs/DB05773">DB05773</a>	L01FD03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1743082">CHEMBL1743082</a>	Refractory, metastatic Non small cell lung cancer	ERBB2; TUBA1B; TUBB2A; TUBA1C; TUBB1; TUBA4A; TUBA1A; TUBB6; TUBB4A; TUBB3; TUBB2B; TUBA3E; TUBB4B; TUBA3C; CD274; TUBB; PIK3CA; TUBB8	2024-07-24	
Trastuzumab, Hyaluronidase	Y	Y	N		N	1998	N	<a href="https://go.drugbank.com/drugs/DB00072">DB00072</a>	L01XC03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1201585">CHEMBL1201585</a>	Breast Cancer; Early Breast Cancer; Inflammatory Breast Cancer (IBC); Locally Advanced Breast Cancer (LABC); Metastatic Adenocarcinoma of the Gastro-Esophageal Junction; Metastatic Adenocarcinoma of the Stomach; Metastatic Breast Cancer; Metastatic Gastric Adenocarcinoma; Metastatic Gastroesophageal Junction Adenocarcinoma	ERBB2	2024-07-24	
Tremelimumab	Y	Y	N		N	2022	N	<a href="https://go.drugbank.com/drugs/DB11771">DB11771</a>	L01FX20	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2108658">CHEMBL2108658</a>	Metastatic Non-Small Cell Lung Cancer, Unresectable Hepatocellular Carcinoma (HCC)	CTLA4; MSH6; CD274; GLRB; PMS2; MLH1; ALK; EGFR; MSH2	2024-07-24	
Tretinoin	N	Y	Y		N	1971	Y	<a href="https://go.drugbank.com/drugs/DB00755">DB00755</a>	D10AD01; L01XF01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL38">CHEMBL38</a>	FAB classification M3 Acute promyelocytic leukemia	SFTPA1; RXRA; EHMT2; TGFBR3; RXRB; TBP; ALDH1A2; RARA; SMARCA4; SMAD2; NR2C1; HIF1A; P2RY2; AMH; SHH; NOS1; CDKN1B; PRL; THBS1; NPM1; TGFB1; TSPYL2; RARG; RET; HES1; MYOD1; BIRC5; IL1R1; BCKDHB; CEACAM1; RAB40B; NRIP1; CXCL8; RB1; XIAP; RARB; RXRG; SPP1; FLT3; MYCN; ERVK2; KLK3; BCHEL1; BCL2L2; BAX; WT1; TG; HOXB1; APOA1; ITGB2; NFE2L2; FAS; MDK; FUS; SLC2A1; PTPRZ1; CD55; TP73; VDR; HAS3; NR2C2; PTCH1; BHLHE40; RPE65; TPO; LIF; DUSP6; BCHE; BCL2; OCLN; CYP2C9; ALPL; KAT2A; HOXD1; IL10; USP1; RARRES1; NR2E1; CYP3A5; GLI1; PML; CALR; MAPK8; MST1; IFNG; EGR2; HSPA8; NR4A1; APOE; BCHEL3; ADH1C	2024-07-25	
Trifluridine, Tipiracil	Y	Y	N		N	1980	Y	<a href="https://go.drugbank.com/drugs/DB00432">DB00432</a>	L01BC59; S01AD02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1129">CHEMBL1129</a>	Metastatic Colorectal Cancer (MCRC)	ERBB2; SLC29A1; TP53	2024-02-07	
Triptorelin	N	Y	Y		N	2000	N	<a href="https://go.drugbank.com/drugs/DB06825">DB06825</a>	L02AE04	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1201334">CHEMBL1201334</a>	Advanced Prostate Cancer	GNRHR; STS	2024-07-24	
Trofosfamide	N	N	Y		N			<a href="https://go.drugbank.com/drugs/DB12902">DB12902</a>	L01AA07	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL462019">CHEMBL462019</a>	Non-Hodgkin&#39;s lymphoma	CYP2B6	2024-02-07	
Tucatinib	Y	Y	N		N	2020	N	<a href="https://go.drugbank.com/drugs/DB11652">DB11652</a>	L01EH03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3989868">CHEMBL3989868</a>	Breast Cancer; Unresectable Breast Cancer	ERBB2; NRAS; HRAS; EN1; EGFR; DXO; KRAS; ERBB4	2024-07-24	
Umbralisib	N	Y	N		N	2021	N	<a href="https://go.drugbank.com/drugs/DB14989">DB14989</a>	L01EX25	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3948730">CHEMBL3948730</a>	B-cell Follicular Lymphoma; Marginal Zone Lymphoma (MZL)	PIK3CD; PIK3CG; ELF2; F7	2024-07-24	
Valrubicin	N	Y	N		N	1998	Y	<a href="https://go.drugbank.com/drugs/DB00385">DB00385</a>	L01DB09	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1096885">CHEMBL1096885</a>	In situ BCG-refractory Bladder carcinoma	TOP2A; AR	2024-02-07	
Vandetanib	Y	Y	N		N	2011	N	<a href="https://go.drugbank.com/drugs/DB05294">DB05294</a>	L01EX04	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL24828">CHEMBL24828</a>	Metastatic Medullary Thyroid Cancer; Locally advanced Medullary thyroid cancer	KDR; RET; PTEN; EGFR; LRRK2; ERBB4; FLT4; FLT1; ALK; FYN; MAP4K5; PDGFRB; GMNN; LCK; KRAS; EPHA1; SRC; EPHB1; EPHA3; TYRO3; AURKB; EPHB4; EPHB3; EPHA10; MAP2K2; IDH1; DRD2; BTK; ABL1; MAP2K1; PTK6; EPHB6; EPHA2; HTT; AXL; FGFR1; CYP3A4; APC; ROCK2; EPHB2; EPHA5; PTK2B; EPHA4; YES1; ERBB2; PDGFRA; DXO; TEK; MTOR; ERBB3; MAPK14; MAP4K4; ATM; LTK; EPHA6; EPHA7; ACVR1; EPHA8	2024-07-24	
Vemurafenib	Y	Y	N		N	2011	N	<a href="https://go.drugbank.com/drugs/DB08881">DB08881</a>	L01EC01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1229517">CHEMBL1229517</a>	Metastatic Melanoma; Unresectable Melanoma; Refractory Non-small cell lung cancer	CDKN2A; NRAS; PIK3CA; MITF; PTEN; RB1; MET; PIK3R2; RAC1; BRAF; PREX2; HRAS; NF1; CYP3A4; TET2; MAP2K1; ATXN1L; EFNA2; TP53; KEAP1; CBL; CIC; FGFR2; KRAS; ABCB1; STAG3; YES1; FAH; MAP2K2; CYP1A2; CYP3A; TF; STAG2; SOX10; AKT1; AKT3	2024-07-24	
Venetoclax	Y	Y	N		N	2016	N	<a href="https://go.drugbank.com/drugs/DB11581">DB11581</a>	L01XX52	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3137309">CHEMBL3137309</a>	Chronic Lymphocytic Leukaemia (CLL); Small Lymphocytic Lymphoma	IGH; BCL2; LPAR4; ALK; IDH2; KDM6A; NPM1; FLT3; GPR21; GPR22; BRAF; TP53; KMT2A; NRAS; PIK3CA; KIT; PTEN; ATM; MCHR1; ABL1; IDH1	2024-07-24	
Vinblastine	N	Y	Y		Y	1965	Y	<a href="https://go.drugbank.com/drugs/DB00570">DB00570</a>	L01CA01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL159">CHEMBL159</a>	Advanced Soft Tissue Sarcoma; Cancer, Bladder; Kaposi&#39;s sarcoma; Lymphoma, Hodgkins; Metastatic Melanoma; Non-Small Cell Lung Carcinoma (NSCLC); Advanced Alibert-Bazin syndrome; Advanced Testicular cancer; Histiocytic lymphoma; Refractory Breast cancer	TUBA3D; TUBB8; TBXA2R; CDKN1A; TUBB4A; TUBA3C; TUBA3E; PTHLH; NR1I2; TUBB6; CGA; TUBA1A; TUBB4B; ABCB1; CSF2; TUBA4A; TUBA1C; NOP2; TUBB2A; CYP3A4; TUBB3; KLK3; NF1; GCF1; TRH; TUBB1; ABCB4; GMNN; TUBA1B; BRAF; TUBB2B; TUBB; MMP2; GSTM1	2024-07-24	
Vincristine	N	Y	Y		Y	1965	Y	<a href="https://go.drugbank.com/drugs/DB00541">DB00541</a>	L01CA02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL90555">CHEMBL90555</a>	Acute Lymphoblastic Leukaemia Recurrent; Acute Lymphocytic Leukemia (ALL); Choriocarcinoma; Chronic Lymphocytic Leukaemia (CLL); Ewing&#39;s Sarcoma; Hepatoblastomas; Kaposi&#39;s sarcoma; Lymphoma, Hodgkins; Multiple Myeloma (MM); Neuroblastomas; Non-Hodgkin&#39;s Lymphoma (NHL); Ovarian germ cell tumour; Pheochromocytomas; Retinoblastoma; Rhabdomyosarcomas; Small Cell Lung Cancer (SCLC); Wilms&#39; tumor; Advanced Thymoma	NKAIN3; STIM1; TUBB4B; MIR4268; CP; TUBB2A; SULF2; GATA3; HSPB2; TUBB6; BCL2; MIR4481; ABCC1; TYMS; PIK3CG; BCR; SRI; TUBA4A; CDKN1B; CAPG; NRG1; MIR6076; NOS3; MIR3117; UGT1A1; TP73; TUBB1; ABL1; TUBB8; BAHD1; FGF2; TUBB3; MRPL47; FCGR3A; SMAD3; TUBA3C; ATF5; AFP; TUBA1B; TUBA3D; MTR; CPT1A; TOP2A; IGHMBP2; TUBA1A; XDH; NR1I2; TUBB4A; DOK5; COCH; RAC2; BMP7; AR; TPMT; ABCB4; CXCL12; NTF3; ABCC10; TUBA3E; NCF4; ABCB1; ODC1; TUBB2B; TUBA1C; PIK3CA; SYNE2; LINC00251; ACTG1; MTHFR; GSTA1; GCF1; BDNF; TUBB; MYCN; ABCC3; VWF; PNPLA3; RALBP1; SLC5A7; GMNN; CYBA	2024-07-24	
Vincristine Liposome	N	Y	N		N	2012	Y	<a href="https://go.drugbank.com/drugs/DB00541">DB00541</a>	L01CA02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL501867">CHEMBL501867</a>	Acute Lymphoblastic Leukaemia Recurrent; Acute Lymphocytic Leukemia (ALL); Choriocarcinoma; Chronic Lymphocytic Leukaemia (CLL); Ewing&#39;s Sarcoma; Hepatoblastomas; Kaposi&#39;s sarcoma; Lymphoma, Hodgkins; Multiple Myeloma (MM); Neuroblastomas; Non-Hodgkin&#39;s Lymphoma (NHL); Ovarian germ cell tumour; Pheochromocytomas; Retinoblastoma; Rhabdomyosarcomas; Small Cell Lung Cancer (SCLC); Wilms&#39; tumor; Advanced Thymoma	TUBB6; TUBB3; TUBA3C; ALK; TUBB4A; GMNN; TUBB8; TUBB4B; TUBB2B; TUBA1A; TUBB1; TUBB; TUBA4A; HIF1A; TUBA3E; TUBA1C; NR0B1; TUBA1B; TUBB2A	2024-07-24	
Vindesine	N	N	Y		N	1979	N	<a href="https://go.drugbank.com/drugs/DB00309">DB00309</a>	L01CA03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL238071">CHEMBL238071</a>	Acute Lymphocytic Leukemia (ALL); Melanoma, Malignant	TUBB; ABCB1; TUBB1; CYP3A4	2024-07-24	
Vinflunine	Y	N	N		N	2009	N	<a href="https://go.drugbank.com/drugs/DB11641">DB11641</a>	L01CA05	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2110725">CHEMBL2110725</a>	Transitional Cell Carcinoma of the Urothelial Tract; Metastatic Transitional Cell Carcinoma of the Urothelial Tract	TUBB2B; TUBA1A; TUBB; TUBB4A; TUBB1; TUBA4A; TUBB2A; TUBA3C; TUBA1B; TUBA1C; TUBB6; TUBA3E; TUBB3; TUBB8; TUBB4B	2024-07-24	
Vinorelbine	N	Y	Y		Y	1994	Y	<a href="https://go.drugbank.com/drugs/DB00361">DB00361</a>	L01CA04	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL553025">CHEMBL553025</a>	Advanced Non Small Cell Lung Cancer; Esophageal Cancers; Locally Advanced Non-Small Cell Lung Cancer; Metastatic Breast Cancer; Recurrent Cervical Cancer; Soft Tissue Sarcoma (STS); Recurrent, IV-B Cervical cancer	TUBA3E; TUBA3D; TUBA4A; TUBB2A; APC; TUBA1A; TUBB4A; TUBB4B; STMN1; BAX; RRM1; TUBA3C; CSF2; TUBA1B; SMARCA4; XRCC1; TUBB3; TUBB1; TUB; BRCA1; TUBB6; TUBB; TUBA1C; TUBB2B; MTHFR; TUBB8	2024-07-24	
Vismodegib	Y	Y	N		N	2012	N	<a href="https://go.drugbank.com/drugs/DB08828">DB08828</a>	L01XJ01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL473417">CHEMBL473417</a>	Locally Advanced Basal Cell Carcinoma; Metastatic Basal cell carcinoma	SMO; PTCH1; SHH; ALOX12	2024-07-24	
Vorinostat	N	Y	N		N	2006	N	<a href="https://go.drugbank.com/drugs/DB02546">DB02546</a>	L01XH01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL98">CHEMBL98</a>	Persistent Cutaneous T-Cell Lymphoma; Progressive Cutaneous T-cell lymphoma; Recurrent Cutaneous T-cell lymphoma	TUBA1C; TUBA3D; IDH1; PAX8; TUBB4A; TUBB4B; GAS1; GAPDHP1; HDAC9; TUBB2A; TUBB8; HDAC6; BRAF; NR0B1; HDAC7; HDAC2; GART; HDAC8; GAPDHL17; HDAC11; HDAC4; GAS2; HDAC5; BIRC5; HDAC1; CFTR; TUBA3C; HDAC3; GDF2; GARS1; MYC; TP53; TUBA1A; TUBA3E; CHD4; MSTN; TUBB2B; UGT2B17; TUBA1B; TUBB6; TUBB1; LRRC32; BAP1; GMNN; TUBB3; ERBB2; FBXW7; NFE2L2; ACE; GNA11; HDAC10; TUBB; PTEN; RB1; TUBA4A	2024-07-24	
Zanubrutinib	Y	Y	N		N	2019	N	<a href="https://go.drugbank.com/drugs/DB15035">DB15035</a>	L01EL03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3936761">CHEMBL3936761</a>	Mantle Cell Lymphoma (MCL)	TP53; BTK; EFNB2; MYD88	2024-07-24	

